name,shop,amenity,latitude,longitude
Groszek,convenience,,54.4127693,18.5920838
Groszek,convenience,,54.3770903,18.5662517
Groszek,convenience,,54.3294611,18.5860545
Żabka,convenience,,54.3441258,18.8303453
Żabka,convenience,,54.3608598,18.7158796
Żabka,convenience,,54.356559,18.6823209
Żabka,convenience,,54.3411952,18.655163
Żabka,convenience,,54.3442736,18.647511
Żabka,convenience,,54.3474319,18.6643234
Żabka,convenience,,54.350443,18.6622762
Żabka,convenience,,54.3467794,18.6569103
Żabka,convenience,,54.3473499,18.658396
Żabka,convenience,,54.3491773,18.6582088
Żabka,convenience,,54.3492646,18.6534743
Żabka,convenience,,54.3490535,18.6481998
Żabka,convenience,,54.3519682,18.6540355
Żabka,convenience,,54.3570502,18.6477673
Żabka,convenience,,54.3566142,18.6512208
Żabka,convenience,,54.3586888,18.6534545
Żabka,convenience,,54.3616284,18.6479411
Żabka,convenience,,54.3626375,18.6468616
Żabka,convenience,,54.3035348,18.6114534
Żabka,convenience,,54.3091007,18.6010676
Żabka,convenience,,54.3088262,18.5850973
Żabka,convenience,,54.3322808,18.6341583
Żabka,convenience,,54.3261559,18.6107447
Żabka,convenience,,54.3243663,18.617353
Żabka,convenience,,54.334375,18.6261578
Żabka,convenience,,54.4300003,18.4695547
Żabka,convenience,,54.3526752,18.5087821
Żabka,convenience,,54.3218127,18.5615754
Żabka,convenience,,54.3302344,18.5853331
Żabka,convenience,,54.3299616,18.6051167
Żabka,convenience,,54.3378685,18.6069016
Żabka,convenience,,54.3376493,18.6119814
Żabka,convenience,,54.3336261,18.6159992
Żabka,convenience,,54.3484024,18.6127954
Żabka,convenience,,54.3488315,18.623435
Żabka,convenience,,54.3512367,18.6294209
Żabka,convenience,,54.3533217,18.6111774
Żabka,convenience,,54.3503952,18.5937905
Żabka,convenience,,54.3759399,18.623103
Żabka,convenience,,54.3953322,18.6430632
Żabka,convenience,,54.3989266,18.6460313
Żabka,convenience,,54.4011299,18.6618772
Żabka,convenience,,54.4058329,18.6439794
Żabka,convenience,,54.4068021,18.6306679
Żabka,convenience,,54.4043344,18.6292723
Żabka,convenience,,54.3825444,18.6158547
Żabka,convenience,,54.3913203,18.6004818
Żabka,convenience,,54.3942837,18.5985141
Żabka,convenience,,54.4014411,18.6083374
Żabka,convenience,,54.4051838,18.6070866
Żabka,convenience,,54.4017239,18.5912881
Żabka,convenience,,54.4026716,18.5820497
Żabka,convenience,,54.4007655,18.583089
Żabka,convenience,,54.3983125,18.5771848
Żabka,convenience,,54.4084864,18.5786306
Żabka,convenience,,54.4122593,18.5771925
Żabka,convenience,,54.4211299,18.6037152
Żabka,convenience,,54.4141778,18.5573031
Żabka,convenience,,54.4016587,18.5622889
