name,amenity,leisure,tourism,latitude,longitude
Dorożkarz,,,artwork,52.4113888,16.898485
,,,artwork,52.4100967,16.9029646
,,,artwork,52.4139683,16.9056155
Eternal Kiss,,,artwork,52.4136304,16.9054015
,,,artwork,52.4059375,16.9203479
,,,artwork,52.4059258,16.9373481
,,,artwork,52.4078971,16.9386151
,,,artwork,52.3862484,16.9165406
Wiersz stworzony przez poznaniaków,,,artwork,52.3884884,16.9156414
Domy przedmieścia,,,artwork,52.3907174,16.9131655
Jestem do znikania,,,artwork,52.39185,16.8992018
Wiersz stworzony przez poznaniaków,,,artwork,52.3940507,16.9001663
Chmury,,,artwork,52.4068871,16.9372993
Jul Słowacki,,,artwork,52.4122321,16.9001758
Nigdy o Tobie,,,artwork,52.413075,16.9038723
,,,artwork,52.4097242,16.9344275
Piłka nożna,,,artwork,52.3933179,16.991672
Mural Golęcin,,,artwork,52.4243688,16.8958619
Mural Sołacz,,,artwork,52.4244727,16.8959069
Strefa leganego graffiti,,,artwork,52.4214163,16.8872053
,,,artwork,52.4074516,16.8713398
Dziewczynka z balonikiem,,,artwork,52.4036023,16.9317435
Do kury nogami,,,artwork,52.3907644,16.9008762
,,,artwork,52.3909463,16.9009249
Góry: Łysa i Jasna,,,artwork,52.3907957,16.9007223
Krzysztof Krawczyk,,,artwork,52.3967938,16.9242676
Strefa leganego graffiti,,,artwork,52.3818912,16.9356264
Strefa leganego graffiti,,,artwork,52.4303416,16.8448346
Strefa leganego graffiti,,,artwork,52.4211238,16.8736043
Strefa leganego graffiti,,,artwork,52.4261546,16.8596393
Strefa leganego graffiti,,,artwork,52.3827898,16.9286948
Kolejorz Cracovia zjednoczeni chuligani,,,artwork,52.4429832,16.9207633
Strefa leganego graffiti,,,artwork,52.433225,16.9113443
Analog Tokyo,,,artwork,52.3955382,16.9242892
RAAR Wilda,,,artwork,52.3937479,16.9215828
Monolit,,,artwork,52.3908001,16.9135839
Rewia mody,,,artwork,52.3763716,16.8714255
Tygrys Yokai,,,artwork,52.4102856,16.9029688
Karol Szymanowski,,,artwork,52.4603604,16.9173
Karol Kurpiński,,,artwork,52.450739,16.9197814
Operacja pestka,,,artwork,52.4425603,16.9197254
Przez bunt do wolności,,,artwork,52.4359852,16.9200978
Poznań ukryty w literach,,,artwork,52.4271611,16.9193495
,,,artwork,52.4042981,16.9349108
Wyższa Szkoła Bankowa,,,artwork,52.4044373,16.9240069
Kropla,,,artwork,52.4043827,16.9418311
Miłość...,,,artwork,52.4098013,16.9016918
Powstanie Wielkopolskie,,,artwork,52.4379761,16.9316403
,,,artwork,52.4168571,16.9278763
Jedz masło roślinne,,,artwork,52.3984433,16.9255721
,,,artwork,52.3864574,16.9145339
,,,artwork,52.4188861,16.9322182
,,,artwork,52.4041395,16.9378929
"Fragment pieśni ""O dobrej sławie""",,,artwork,52.4315309,16.9404818
,,,artwork,52.4074974,16.9251478
,,,artwork,52.407522,16.925151
Św. Michał Archanioł,,,artwork,52.4118007,16.9023675
Dzieci,,,artwork,52.3888326,16.8743258
Neseser,,,artwork,52.414812,16.8293924
Pion,,,artwork,52.420675,16.9296663
Dramat,,,artwork,52.4098854,16.9175487
Liryka,,,artwork,52.4099456,16.9172656
Pegaz,,,artwork,52.4099519,16.9174285
5 Figur,,,artwork,52.4072699,16.9119251
Dziewczynka,,,artwork,52.397883,16.8669812
Kobieta,,,artwork,52.3896707,16.8764322
Tysiąclecie Chrztu Polski,,,artwork,52.4112905,16.9479642
